,Sp22Columbia,Sp22upperColumbia,Sp22Willamette,Fa23Columbia,Fa23Sandy,Fa23Willamette
sp7594,0,0,0,0,0,5.81395E-05
sp7595,0,0,0,0,0,6.97674E-05
sp7596,0,0,0,0,0,5.81395E-05
sp7597,0,0,0,0,0,3.48837E-05
sp7598,0,0,0,0,0,6.97674E-05
sp7599,0,0,0,0,0,5.81395E-05
sp7600,0,0,0,0,0,5.81395E-05
sp7601,0,0,0,0,0,6.97674E-05
sp7602,0,0,0,0,0,3.48837E-05
sp7603,0,0,0,0,0,6.97674E-05
sp7604,0,0,0,0,0,6.97674E-05
sp7605,0,0,0,0,0,3.48837E-05
sp7606,0,0,0,0,0,9.30233E-05
sp7607,0,0,0,0,0,8.13953E-05
sp7608,0,0,0,0,0,4.65116E-05
sp7609,0,0,0,0,0,6.97674E-05
sp7610,0,0,0,0,0,5.81395E-05
sp7611,0,0,0,0,0,5.81395E-05
sp7612,0,0,0,0,0,9.30233E-05
sp7613,0,0,0,0,0,2.32558E-05
sp7614,0,0,0,0,0,6.97674E-05
sp7615,0,0,0,0,0,8.13953E-05
sp7616,0,0,0,0,0,6.97674E-05
sp7617,0,0,0,0,0,3.48837E-05
sp7618,0.000127907,0,0,0,0,0
sp7619,0.000127907,0,0,0,0,0
sp7620,0.000127907,0,0,0,0,0
sp7621,0.000127907,0,0,0,0,0
sp7622,0.000127907,0,0,0,0,0
sp7623,0.000127907,0,0,0,0,0
sp7624,0.000127907,0,0,0,0,0
sp7625,0.000127907,0,0,0,0,0
sp7626,0.000127907,0,0,0,0,0
sp7627,0.000127907,0,0,0,0,0
sp7628,0.000127907,0,0,0,0,0
sp7629,0.000127907,0,0,0,0,0
sp7630,0.000127907,0,0,0,0,0
sp7631,0.000127907,0,0,0,0,0
sp7632,0.000127907,0,0,0,0,0
sp7633,0.000127907,0,0,0,0,0
sp7634,0.000127907,0,0,0,0,0
sp7635,0.000127907,0,0,0,0,0
sp7636,0.000127907,0,0,0,0,0
sp7637,0.000127907,0,0,0,0,0
sp7638,0.000127907,0,0,0,0,0
sp7639,0.000127907,0,0,0,0,0
sp7640,0.000127907,0,0,0,0,0
sp7641,0.000127907,0,0,0,0,0
sp7642,0.000127907,0,0,0,0,0
sp7643,0.000127907,0,0,0,0,0
sp7644,0.000127907,0,0,0,0,0
sp7645,0.000127907,0,0,0,0,0
sp7646,0.000127907,0,0,0,0,0
sp7647,0,0.000127907,0,0,0,0
sp7648,0,0.000127907,0,0,0,0
sp7649,0,0.000116279,0,0,0,0
sp7650,0,0.000116279,0,0,0,0
sp7651,0,0.000116279,0,0,0,0
sp7652,0,0.000127907,0,0,0,0
sp7653,0,0.000116279,0,0,0,0
sp7654,0,0.000127907,0,0,0,0
sp7655,0,0.000104651,0,0,0,0
sp7656,0,0.000116279,0,0,0,0
sp7657,0,0.000116279,0,0,0,0
sp7658,0,0.000116279,0,0,0,0
sp7659,0,0.000127907,0,0,0,0
sp7660,0,0.000127907,0,0,0,0
sp7661,0,0.000116279,0,0,0,0
sp7662,0,0.000127907,0,0,0,0
sp7663,0,0.000127907,0,0,0,0
sp7664,0,0,0.000104651,0,0,0
sp7665,0,0,0.000104651,0,0,0
sp7666,0,0,0.000127907,0,0,0
sp7667,0,0,0.000127907,0,0,0
sp7668,0,0,0.000127907,0,0,0
sp7669,0,0,0.000116279,0,0,0
sp7670,0,0,0.000116279,0,0,0
sp7671,0,0,0.000104651,0,0,0
sp7672,0,0,0.000116279,0,0,0
sp7673,0,0,0.000116279,0,0,0
sp7674,0,0,0.000116279,0,0,0
sp7675,0,0,0.000127907,0,0,0
sp7676,0,0,0.000104651,0,0,0
sp7677,0,0,0.000116279,0,0,0
sp7678,0,0,0.000116279,0,0,0
sp7679,0,0,0.000104651,0,0,0
sp7680,0,0,0.000127907,0,0,0
sp7681,0,0,0.000127907,0,0,0
sp7682,0,0,0.000127907,0,0,0
sp7683,0,0,0.000116279,0,0,0
sp7684,0,0,0.000127907,0,0,0
sp7685,0,0,0.000104651,0,0,0
sp7686,0,0,0.000127907,0,0,0
sp7687,0,0,0.000104651,0,0,0
sp7688,0,0,0.000104651,0,0,0
sp7689,0,0,0,0.000104651,0,0
sp7690,0,0,0,6.97674E-05,0,0
sp7691,0,0,0,3.48837E-05,0,0
sp7692,0,0,0,8.13953E-05,0,0
sp7693,0,0,0,2.32558E-05,0,0
sp7694,0,0,0,3.48837E-05,0,0
sp7695,0,0,0,5.81395E-05,0,0
sp7696,0,0,0,6.97674E-05,0,0
sp7697,0,0,0,5.81395E-05,0,0
sp7698,0,0,0,5.81395E-05,0,0
sp7699,0,0,0,3.48837E-05,0,0
sp7700,0,0,0,6.97674E-05,0,0
sp7701,0,0,0,3.48837E-05,0,0
sp7702,0,0,0,5.81395E-05,0,0
sp7703,0,0,0,6.97674E-05,0,0
sp7704,0,0,0,5.81395E-05,0,0
sp7705,0,0,0,4.65116E-05,0,0
sp7706,0,0,0,8.13953E-05,0,0
sp7707,0,0,0,8.13953E-05,0,0
sp7708,0,0,0,4.65116E-05,0,0
sp7709,0,0,0,6.97674E-05,0,0
sp7710,0,0,0,5.81395E-05,0,0
sp7711,0,0,0,6.97674E-05,0,0
sp7712,0,0,0,3.48837E-05,0,0
sp7713,0,0,0,3.48837E-05,0,0
sp7714,0,0,0,6.97674E-05,0,0
sp7715,0,0,0,3.48837E-05,0,0
sp7716,0,0,0,5.81395E-05,0,0
sp7717,0,0,0,4.65116E-05,0,0
sp7718,0,0,0,9.30233E-05,0,0
sp7719,0,0,0,6.97674E-05,0,0
sp7720,0,0,0,2.32558E-05,0,0
sp7721,0,0,0,2.32558E-05,0,0
sp7722,0,0,0,3.48837E-05,0,0
sp7723,0,0,0,4.65116E-05,0,0
sp7724,0,0,0,8.13953E-05,0,0
sp7725,0,0,0,3.48837E-05,0,0
sp7726,0,0,0,8.13953E-05,0,0
sp7727,0,0,0,1.16279E-05,0,0
sp7728,0,0,0,6.97674E-05,0,0
sp7729,0,0,0,6.97674E-05,0,0
sp7730,0,0,0,5.81395E-05,0,0
sp7731,0,0,0,6.97674E-05,0,0
sp7732,0,0,0,6.97674E-05,0,0
sp7733,0,0,0,8.13953E-05,0,0
sp7734,0,0,0,4.65116E-05,0,0
sp7735,0,0,0,3.48837E-05,0,0
sp7736,0,0,0,8.13953E-05,0,0
sp7737,0,0,0,6.97674E-05,0,0
sp7738,0,0,0,5.81395E-05,0,0
sp7739,0,0,0,6.97674E-05,0,0
sp7740,0,0,0,4.65116E-05,0,0
sp7741,0,0,0,3.48837E-05,0,0
sp7742,0,0,0,0,5.81395E-05,0
sp7743,0,0,0,0,8.13953E-05,0
sp7744,0,0,0,0,3.48837E-05,0
sp7745,0,0,0,0,3.48837E-05,0
sp7746,0,0,0,0,4.65116E-05,0
sp7747,0,0,0,0,6.97674E-05,0
sp7748,0,0,0,0,5.81395E-05,0
sp7749,0,0,0,0,3.48837E-05,0
sp7750,0,0,0,0,6.97674E-05,0
sp7751,0,0,0,0,8.13953E-05,0
sp7752,0,0,0,0,6.97674E-05,0
sp7753,0,0,0,0,9.30233E-05,0
sp7754,0,0,0,0,6.97674E-05,0
sp7755,0,0,0,0,6.97674E-05,0
sp7756,0,0,0,0,6.97674E-05,0
sp7757,0,0,0,0,6.97674E-05,0
sp7758,0,0,0,0,4.65116E-05,0
sp7759,0,0,0,0,4.65116E-05,0
sp7760,0,0,0,0,5.81395E-05,0
sp7761,0,0,0,0,6.97674E-05,0
sp7762,0,0,0,0,4.65116E-05,0
sp7763,0,0,0,0,0.000104651,0
sp7764,0,0,0,0,4.65116E-05,0
sp7765,0,0,0,0,6.97674E-05,0
sp7766,0,0,0,0,9.30233E-05,0
sp7767,0,0,0,0,2.32558E-05,0
sp7768,0,0,0,0,4.65116E-05,0
sp7769,0,0,0,0,9.30233E-05,0
sp7770,0,0,0,0,6.97674E-05,0
sp7771,0,0,0,0,5.81395E-05,0
sp7772,0,0,0,0,4.65116E-05,0
sp7773,0,0,0,0,5.81395E-05,0
sp7774,0,0,0,0,5.81395E-05,0
sp7775,0,0,0,0,8.13953E-05,0
sp7776,0,0,0,0,6.97674E-05,0
sp7777,0,0,0,0,6.97674E-05,0
sp7778,0,0,0,0,1.16279E-05,0
sp7779,0,0,0,0,3.48837E-05,0
sp7780,0,0,0,0,6.97674E-05,0
sp7781,0,0,0,0,2.32558E-05,0
sp7782,0,0,0,0,5.81395E-05,0
sp7783,0,0,0,0,5.81395E-05,0
sp7784,0,0,0,0,4.65116E-05,0
sp7785,0,0,0,0,6.97674E-05,0
sp7786,0,0,0,0,6.97674E-05,0
sp7787,0,0,0,0,5.81395E-05,0
sp7788,0,0,0,0,5.81395E-05,0
sp7789,0,0,0,0,6.97674E-05,0
sp7790,0,0,0,0,8.13953E-05,0
sp7791,0,0,0,0,9.30233E-05,0
sp7792,0,0,0,0,6.97674E-05,0
sp7793,0,0,0,0,0.000104651,0
sp7794,0,0,0,0,6.97674E-05,0
sp7795,0,0,0,0,8.13953E-05,0
sp7796,0,0,0,0,9.30233E-05,0
sp7797,0,0,0,0,3.48837E-05,0
sp7798,0,0,0,0,3.48837E-05,0
sp7799,0,0,0,0,8.13953E-05,0
sp7800,0,0,0,0,9.30233E-05,0
sp7801,0,0,0,0,6.97674E-05,0
sp7802,0,0,0,0,9.30233E-05,0
sp7803,0,0,0,0,8.13953E-05,0
sp7804,0,0,0,0,9.30233E-05,0
sp7805,0,0,0,0,9.30233E-05,0
sp7806,0,0,0,0,8.13953E-05,0
sp7807,0,0,0,0,6.97674E-05,0
sp7808,0,0,0,0,6.97674E-05,0
sp7809,0,0,0,0,5.81395E-05,0
sp7810,0,0,0,0,5.81395E-05,0
sp7811,0,0,0,0,4.65116E-05,0
sp7812,0,0,0,0,6.97674E-05,0
sp7813,0,0,0,0,6.97674E-05,0
sp7814,0,0,0,0,4.65116E-05,0
sp7815,0,0,0,0,5.81395E-05,0
sp7816,0,0,0,0,6.97674E-05,0
sp7817,0,0,0,0,5.81395E-05,0
sp7818,0,0,0,0,4.65116E-05,0
sp7819,0,0,0,0,5.81395E-05,0
sp7820,0,0,0,0,5.81395E-05,0
sp7821,0,0,0,0,5.81395E-05,0
sp7822,0,0,0,0,3.48837E-05,0
sp7823,0,0,0,0,8.13953E-05,0
sp7824,0,0,0,0,6.97674E-05,0
sp7825,0,0,0,0,3.48837E-05,0
sp7826,0,0,0,0,4.65116E-05,0
sp7827,0,0,0,0,4.65116E-05,0
sp7828,0,0,0,0,5.81395E-05,0
sp7829,0,0,0,0,6.97674E-05,0
sp7830,0,0,0,0,5.81395E-05,0
sp7831,0,0,0,0,4.65116E-05,0
sp7832,0,0,0,0,3.48837E-05,0
sp7833,0,0,0,0,9.30233E-05,0
sp7834,0,0,0,0,6.97674E-05,0
sp7835,0,0,0,0,6.97674E-05,0
sp7836,0,0,0,0,8.13953E-05,0
sp7837,0,0,0,0,8.13953E-05,0
sp7838,0,0,0,0,3.48837E-05,0
sp7839,0,0,0,0,0.000104651,0
sp7840,0,0,0,0,2.32558E-05,0
sp7841,0,0,0,0,5.81395E-05,0
sp7842,0,0,0,0,5.81395E-05,0
sp7843,0,0,0,0,5.81395E-05,0
sp7844,0,0,0,0,9.30233E-05,0
sp7845,0,0,0,0,8.13953E-05,0
sp7846,0,0,0,0,8.13953E-05,0
sp7847,0,0,0,0,0,6.97674E-05
sp7848,0,0,0,0,0,5.81395E-05
sp7849,0,0,0,0,0,6.97674E-05
sp7850,0,0,0,0,0,5.81395E-05
sp7851,0,0,0,0,0,6.97674E-05
sp7852,0,0,0,0,0,6.97674E-05
sp7853,0,0,0,0,0,6.97674E-05
sp7854,0,0,0,0,0,5.81395E-05
sp7855,0,0,0,0,0,8.13953E-05
sp7856,0,0,0,0,0,6.97674E-05
sp7857,0,0,0,0,0,4.65116E-05
sp7858,0,0,0,0,0,5.81395E-05
sp7859,0,0,0,0,0,3.48837E-05
sp7860,0,0,0,0,0,4.65116E-05
sp7861,0,0,0,0,0,3.48837E-05
sp7862,0,0,0,0,0,4.65116E-05
sp7863,0,0,0,0,0,5.81395E-05
sp7864,0,0,0,0,0,4.65116E-05
sp7865,0,0,0,0,0,5.81395E-05
sp7866,0,0,0,0,0,2.32558E-05
sp7867,0,0,0,0,0,5.81395E-05
sp7868,0,0,0,0,0,6.97674E-05
sp7869,0,0,0,0,0,8.13953E-05
sp7870,0,0,0,0,0,5.81395E-05
sp7871,0,0,0,0,0,5.81395E-05
sp7872,0,0,0,0,0,6.97674E-05
sp7873,0,0,0,0,0,3.48837E-05
sp7874,0,0,0,0,0,5.81395E-05
sp7875,0,0,0,0,0,9.30233E-05
sp7876,0,0,0,0,0,5.81395E-05
sp7877,0,0,0,0,0,4.65116E-05
sp7878,0,0,0,0,0,5.81395E-05
sp7879,0,0,0,0,0,8.13953E-05
sp7880,0,0,0,0,0,8.13953E-05
sp7881,0,0,0,0,0,1.16279E-05
sp7882,0,0,0,0,0,5.81395E-05
sp7883,0.000116279,0,0,0,0,0
sp7884,0.000116279,0,0,0,0,0
sp7885,0.000116279,0,0,0,0,0
sp7886,0.000116279,0,0,0,0,0
sp7887,0.000116279,0,0,0,0,0
sp7888,0.000116279,0,0,0,0,0
sp7889,0.000116279,0,0,0,0,0
sp7890,0.000116279,0,0,0,0,0
sp7891,0.000116279,0,0,0,0,0
sp7892,0.000116279,0,0,0,0,0
sp7893,0.000116279,0,0,0,0,0
sp7894,0.000116279,0,0,0,0,0
sp7895,0.000116279,0,0,0,0,0
sp7896,0.000116279,0,0,0,0,0
sp7897,0.000116279,0,0,0,0,0
sp7898,0,0.000116279,0,0,0,0
sp7899,0,0.000116279,0,0,0,0
sp7900,0,0.000116279,0,0,0,0
sp7901,0,0.000104651,0,0,0,0
sp7902,0,0.000104651,0,0,0,0
sp7903,0,9.30233E-05,0,0,0,0
sp7904,0,0.000116279,0,0,0,0
sp7905,0,0.000104651,0,0,0,0
sp7906,0,0.000116279,0,0,0,0
sp7907,0,0.000116279,0,0,0,0
sp7908,0,0.000104651,0,0,0,0
sp7909,0,0.000116279,0,0,0,0
sp7910,0,0.000116279,0,0,0,0
sp7911,0,0.000116279,0,0,0,0
sp7912,0,0.000116279,0,0,0,0
sp7913,0,0.000104651,0,0,0,0
sp7914,0,0.000104651,0,0,0,0
sp7915,0,0.000104651,0,0,0,0
sp7916,0,0.000104651,0,0,0,0
sp7917,0,0,0.000104651,0,0,0
sp7918,0,0,0.000116279,0,0,0
sp7919,0,0,0.000116279,0,0,0
sp7920,0,0,9.30233E-05,0,0,0
sp7921,0,0,0.000104651,0,0,0
sp7922,0,0,0.000104651,0,0,0
sp7923,0,0,6.97674E-05,0,0,0
sp7924,0,0,9.30233E-05,0,0,0
sp7925,0,0,0.000116279,0,0,0
sp7926,0,0,0.000116279,0,0,0
sp7927,0,0,0.000116279,0,0,0
sp7928,0,0,0.000116279,0,0,0
sp7929,0,0,0.000116279,0,0,0
sp7930,0,0,0.000104651,0,0,0
sp7931,0,0,0.000104651,0,0,0
sp7932,0,0,0.000104651,0,0,0
sp7933,0,0,0.000116279,0,0,0
sp7934,0,0,0.000104651,0,0,0
sp7935,0,0,0.000116279,0,0,0
sp7936,0,0,0.000116279,0,0,0
sp7937,0,0,0,4.65116E-05,0,0
sp7938,0,0,0,3.48837E-05,0,0
sp7939,0,0,0,4.65116E-05,0,0
sp7940,0,0,0,9.30233E-05,0,0
sp7941,0,0,0,5.81395E-05,0,0
sp7942,0,0,0,5.81395E-05,0,0
sp7943,0,0,0,5.81395E-05,0,0
sp7944,0,0,0,4.65116E-05,0,0
sp7945,0,0,0,0.000104651,0,0
sp7946,0,0,0,3.48837E-05,0,0
sp7947,0,0,0,5.81395E-05,0,0
sp7948,0,0,0,3.48837E-05,0,0
sp7949,0,0,0,3.48837E-05,0,0
sp7950,0,0,0,9.30233E-05,0,0
sp7951,0,0,0,6.97674E-05,0,0
sp7952,0,0,0,5.81395E-05,0,0
sp7953,0,0,0,5.81395E-05,0,0
sp7954,0,0,0,6.97674E-05,0,0
sp7955,0,0,0,0.000104651,0,0
sp7956,0,0,0,3.48837E-05,0,0
sp7957,0,0,0,4.65116E-05,0,0
sp7958,0,0,0,4.65116E-05,0,0
sp7959,0,0,0,5.81395E-05,0,0
sp7960,0,0,0,8.13953E-05,0,0
sp7961,0,0,0,2.32558E-05,0,0
sp7962,0,0,0,5.81395E-05,0,0
sp7963,0,0,0,5.81395E-05,0,0
sp7964,0,0,0,2.32558E-05,0,0
sp7965,0,0,0,6.97674E-05,0,0
sp7966,0,0,0,6.97674E-05,0,0
sp7967,0,0,0,8.13953E-05,0,0
sp7968,0,0,0,6.97674E-05,0,0
sp7969,0,0,0,5.81395E-05,0,0
sp7970,0,0,0,9.30233E-05,0,0
sp7971,0,0,0,8.13953E-05,0,0
sp7972,0,0,0,6.97674E-05,0,0
sp7973,0,0,0,9.30233E-05,0,0
sp7974,0,0,0,5.81395E-05,0,0
sp7975,0,0,0,5.81395E-05,0,0
sp7976,0,0,0,5.81395E-05,0,0
sp7977,0,0,0,5.81395E-05,0,0
sp7978,0,0,0,6.97674E-05,0,0
sp7979,0,0,0,5.81395E-05,0,0
sp7980,0,0,0,8.13953E-05,0,0
sp7981,0,0,0,3.48837E-05,0,0
sp7982,0,0,0,8.13953E-05,0,0
sp7983,0,0,0,5.81395E-05,0,0
sp7984,0,0,0,4.65116E-05,0,0
sp7985,0,0,0,0,4.65116E-05,0
sp7986,0,0,0,0,8.13953E-05,0
sp7987,0,0,0,0,9.30233E-05,0
sp7988,0,0,0,0,8.13953E-05,0
sp7989,0,0,0,0,4.65116E-05,0
sp7990,0,0,0,0,6.97674E-05,0
sp7991,0,0,0,0,4.65116E-05,0
sp7992,0,0,0,0,5.81395E-05,0
sp7993,0,0,0,0,6.97674E-05,0
sp7994,0,0,0,0,6.97674E-05,0
sp7995,0,0,0,0,6.97674E-05,0
sp7996,0,0,0,0,5.81395E-05,0
sp7997,0,0,0,0,5.81395E-05,0
sp7998,0,0,0,0,6.97674E-05,0
sp7999,0,0,0,0,5.81395E-05,0
sp8000,0,0,0,0,9.30233E-05,0
sp8001,0,0,0,0,5.81395E-05,0
sp8002,0,0,0,0,8.13953E-05,0
sp8003,0,0,0,0,5.81395E-05,0
sp8004,0,0,0,0,2.32558E-05,0
sp8005,0,0,0,0,5.81395E-05,0
sp8006,0,0,0,0,4.65116E-05,0
sp8007,0,0,0,0,2.32558E-05,0
sp8008,0,0,0,0,9.30233E-05,0
sp8009,0,0,0,0,4.65116E-05,0
sp8010,0,0,0,0,6.97674E-05,0
sp8011,0,0,0,0,8.13953E-05,0
sp8012,0,0,0,0,5.81395E-05,0
sp8013,0,0,0,0,0.000104651,0
sp8014,0,0,0,0,6.97674E-05,0
sp8015,0,0,0,0,4.65116E-05,0
sp8016,0,0,0,0,3.48837E-05,0
sp8017,0,0,0,0,5.81395E-05,0
sp8018,0,0,0,0,5.81395E-05,0
sp8019,0,0,0,0,5.81395E-05,0
sp8020,0,0,0,0,5.81395E-05,0
sp8021,0,0,0,0,3.48837E-05,0
sp8022,0,0,0,0,5.81395E-05,0
sp8023,0,0,0,0,6.97674E-05,0
sp8024,0,0,0,0,3.48837E-05,0
sp8025,0,0,0,0,4.65116E-05,0
sp8026,0,0,0,0,6.97674E-05,0
sp8027,0,0,0,0,8.13953E-05,0
sp8028,0,0,0,0,5.81395E-05,0
sp8029,0,0,0,0,6.97674E-05,0
sp8030,0,0,0,0,4.65116E-05,0
sp8031,0,0,0,0,9.30233E-05,0
sp8032,0,0,0,0,5.81395E-05,0
sp8033,0,0,0,0,4.65116E-05,0
sp8034,0,0,0,0,5.81395E-05,0
sp8035,0,0,0,0,8.13953E-05,0
sp8036,0,0,0,0,5.81395E-05,0
sp8037,0,0,0,0,3.48837E-05,0
sp8038,0,0,0,0,8.13953E-05,0
sp8039,0,0,0,0,4.65116E-05,0
sp8040,0,0,0,0,8.13953E-05,0
sp8041,0,0,0,0,6.97674E-05,0
sp8042,0,0,0,0,6.97674E-05,0
sp8043,0,0,0,0,5.81395E-05,0
sp8044,0,0,0,0,3.48837E-05,0
sp8045,0,0,0,0,5.81395E-05,0
sp8046,0,0,0,0,3.48837E-05,0
sp8047,0,0,0,0,5.81395E-05,0
sp8048,0,0,0,0,5.81395E-05,0
sp8049,0,0,0,0,4.65116E-05,0
sp8050,0,0,0,0,5.81395E-05,0
sp8051,0,0,0,0,3.48837E-05,0
sp8052,0,0,0,0,4.65116E-05,0
sp8053,0,0,0,0,8.13953E-05,0
sp8054,0,0,0,0,4.65116E-05,0
sp8055,0,0,0,0,4.65116E-05,0
sp8056,0,0,0,0,4.65116E-05,0
sp8057,0,0,0,0,5.81395E-05,0
sp8058,0,0,0,0,6.97674E-05,0
sp8059,0,0,0,0,8.13953E-05,0
sp8060,0,0,0,0,8.13953E-05,0
sp8061,0,0,0,0,0.000104651,0
sp8062,0,0,0,0,6.97674E-05,0
sp8063,0,0,0,0,1.16279E-05,0
sp8064,0,0,0,0,3.48837E-05,0
sp8065,0,0,0,0,6.97674E-05,0
sp8066,0,0,0,0,0.000104651,0
sp8067,0,0,0,0,5.81395E-05,0
sp8068,0,0,0,0,8.13953E-05,0
sp8069,0,0,0,0,8.13953E-05,0
sp8070,0,0,0,0,9.30233E-05,0
sp8071,0,0,0,0,5.81395E-05,0
sp8072,0,0,0,0,4.65116E-05,0
sp8073,0,0,0,0,4.65116E-05,0
sp8074,0,0,0,0,6.97674E-05,0
sp8075,0,0,0,0,6.97674E-05,0
sp8076,0,0,0,0,4.65116E-05,0
sp8077,0,0,0,0,9.30233E-05,0
sp8078,0,0,0,0,4.65116E-05,0
sp8079,0,0,0,0,2.32558E-05,0
sp8080,0,0,0,0,4.65116E-05,0
sp8081,0,0,0,0,8.13953E-05,0
sp8082,0,0,0,0,9.30233E-05,0
sp8083,0,0,0,0,5.81395E-05,0
sp8084,0,0,0,0,3.48837E-05,0
sp8085,0,0,0,0,5.81395E-05,0
sp8086,0,0,0,0,5.81395E-05,0
sp8087,0,0,0,0,8.13953E-05,0
sp8088,0,0,0,0,4.65116E-05,0
sp8089,0,0,0,0,5.81395E-05,0
sp8090,0,0,0,0,4.65116E-05,0
sp8091,0,0,0,0,6.97674E-05,0
sp8092,0,0,0,0,6.97674E-05,0
sp8093,0,0,0,0,6.97674E-05,0
sp8094,0,0,0,0,6.97674E-05,0
sp8095,0,0,0,0,6.97674E-05,0
sp8096,0,0,0,0,6.97674E-05,0
sp8097,0,0,0,0,6.97674E-05,0
sp8098,0,0,0,0,5.81395E-05,0
sp8099,0,0,0,0,3.48837E-05,0
sp8100,0,0,0,0,8.13953E-05,0
sp8101,0,0,0,0,4.65116E-05,0
sp8102,0,0,0,0,6.97674E-05,0
sp8103,0,0,0,0,0,4.65116E-05
sp8104,0,0,0,0,0,2.32558E-05
sp8105,0,0,0,0,0,5.81395E-05
sp8106,0,0,0,0,0,6.97674E-05
sp8107,0,0,0,0,0,4.65116E-05
sp8108,0,0,0,0,0,5.81395E-05
sp8109,0,0,0,0,0,5.81395E-05
sp8110,0,0,0,0,0,3.48837E-05
sp8111,0,0,0,0,0,3.48837E-05
sp8112,0,0,0,0,0,6.97674E-05
sp8113,0,0,0,0,0,5.81395E-05
sp8114,0,0,0,0,0,4.65116E-05
sp8115,0,0,0,0,0,3.48837E-05
sp8116,0,0,0,0,0,5.81395E-05
sp8117,0,0,0,0,0,6.97674E-05
sp8118,0,0,0,0,0,8.13953E-05
sp8119,0,0,0,0,0,2.32558E-05
sp8120,0,0,0,0,0,5.81395E-05
sp8121,0,0,0,0,0,1.16279E-05
sp8122,0,0,0,0,0,6.97674E-05
sp8123,0,0,0,0,0,5.81395E-05
sp8124,0,0,0,0,0,5.81395E-05
sp8125,0,0,0,0,0,6.97674E-05
sp8126,0,0,0,0,0,5.81395E-05
sp8127,0,0,0,0,0,6.97674E-05
sp8128,0,0,0,0,0,4.65116E-05
sp8129,0,0,0,0,0,3.48837E-05
sp8130,0.000104651,0,0,0,0,0
sp8131,0.000104651,0,0,0,0,0
sp8132,0.000104651,0,0,0,0,0
sp8133,0.000104651,0,0,0,0,0
sp8134,0.000104651,0,0,0,0,0
sp8135,0.000104651,0,0,0,0,0
sp8136,0.000104651,0,0,0,0,0
sp8137,0.000104651,0,0,0,0,0
sp8138,0.000104651,0,0,0,0,0
sp8139,0.000104651,0,0,0,0,0
sp8140,0.000104651,0,0,0,0,0
sp8141,0.000104651,0,0,0,0,0
sp8142,0.000104651,0,0,0,0,0
sp8143,0.000104651,0,0,0,0,0
sp8144,0.000104651,0,0,0,0,0
sp8145,0.000104651,0,0,0,0,0
sp8146,0.000104651,0,0,0,0,0
sp8147,0.000104651,0,0,0,0,0
sp8148,0.000104651,0,0,0,0,0
sp8149,0.000104651,0,0,0,0,0
sp8150,0.000104651,0,0,0,0,0
sp8151,0.000104651,0,0,0,0,0
sp8152,0.000104651,0,0,0,0,0
sp8153,0,8.13953E-05,0,0,0,0
sp8154,0,0.000104651,0,0,0,0
sp8155,0,9.30233E-05,0,0,0,0
sp8156,0,9.30233E-05,0,0,0,0
sp8157,0,0.000104651,0,0,0,0
sp8158,0,9.30233E-05,0,0,0,0
sp8159,0,0.000104651,0,0,0,0
sp8160,0,0.000104651,0,0,0,0
sp8161,0,0.000104651,0,0,0,0
sp8162,0,0.000104651,0,0,0,0
sp8163,0,9.30233E-05,0,0,0,0
sp8164,0,9.30233E-05,0,0,0,0
sp8165,0,8.13953E-05,0,0,0,0
sp8166,0,9.30233E-05,0,0,0,0
sp8167,0,0.000104651,0,0,0,0
sp8168,0,0.000104651,0,0,0,0
sp8169,0,9.30233E-05,0,0,0,0
sp8170,0,0.000104651,0,0,0,0
sp8171,0,0.000104651,0,0,0,0
sp8172,0,0.000104651,0,0,0,0
sp8173,0,0.000104651,0,0,0,0
sp8174,0,0.000104651,0,0,0,0
sp8175,0,0.000104651,0,0,0,0
sp8176,0,0.000104651,0,0,0,0
sp8177,0,0.000104651,0,0,0,0
sp8178,0,0.000104651,0,0,0,0
sp8179,0,6.97674E-05,0,0,0,0
sp8180,0,8.13953E-05,0,0,0,0
sp8181,0,9.30233E-05,0,0,0,0
sp8182,0,8.13953E-05,2.32558E-05,0,0,0
sp8183,0,4.65116E-05,5.81395E-05,0,0,0
sp8184,0,0,8.13953E-05,0,0,0
sp8185,0,0,0.000104651,0,0,0
sp8186,0,0,0.000104651,0,0,0
sp8187,0,0,9.30233E-05,0,0,0
sp8188,0,0,0.000104651,0,0,0
sp8189,0,0,9.30233E-05,0,0,0
sp8190,0,0,0.000104651,0,0,0
sp8191,0,0,9.30233E-05,0,0,0
sp8192,0,0,8.13953E-05,0,0,0
sp8193,0,0,0.000104651,0,0,0
sp8194,0,0,0.000104651,0,0,0
sp8195,0,0,9.30233E-05,0,0,0
sp8196,0,0,0.000104651,0,0,0
sp8197,0,0,0.000104651,0,0,0
sp8198,0,0,0.000104651,0,0,0
sp8199,0,0,0.000104651,0,0,0
sp8200,0,0,0.000104651,0,0,0
sp8201,0,0,9.30233E-05,0,0,0
sp8202,0,0,0.000104651,0,0,0
sp8203,0,0,0.000104651,0,0,0
sp8204,0,0,0,4.65116E-05,0,0
sp8205,0,0,0,3.48837E-05,0,0
sp8206,0,0,0,4.65116E-05,0,0
sp8207,0,0,0,2.32558E-05,0,0
sp8208,0,0,0,6.97674E-05,0,0
sp8209,0,0,0,3.48837E-05,0,0
sp8210,0,0,0,3.48837E-05,0,0
sp8211,0,0,0,4.65116E-05,0,0
sp8212,0,0,0,5.81395E-05,0,0
sp8213,0,0,0,5.81395E-05,0,0
sp8214,0,0,0,3.48837E-05,0,0
