,Sp22Columbia,Sp22upperColumbia,Sp22Willamette,Fa23Columbia,Fa23Sandy,Fa23Willamette
sp13672,0,2.32558E-05,0,0,0,0
sp13673,0,2.32558E-05,0,0,0,0
sp13674,0,1.16279E-05,0,0,0,0
sp13675,0,2.32558E-05,0,0,0,0
sp13676,0,2.32558E-05,0,0,0,0
sp13677,0,2.32558E-05,0,0,0,0
sp13678,0,2.32558E-05,0,0,0,0
sp13679,0,1.16279E-05,0,0,0,0
sp13680,0,2.32558E-05,0,0,0,0
sp13681,0,2.32558E-05,0,0,0,0
sp13682,0,2.32558E-05,0,0,0,0
sp13683,0,2.32558E-05,0,0,0,0
sp13684,0,2.32558E-05,0,0,0,0
sp13685,0,2.32558E-05,0,0,0,0
sp13686,0,2.32558E-05,0,0,0,0
sp13687,0,2.32558E-05,0,0,0,0
sp13688,0,2.32558E-05,0,0,0,0
sp13689,0,2.32558E-05,0,0,0,0
sp13690,0,2.32558E-05,0,0,0,0
sp13691,0,2.32558E-05,0,0,0,0
sp13692,0,2.32558E-05,0,0,0,0
sp13693,0,2.32558E-05,0,0,0,0
sp13694,0,2.32558E-05,0,0,0,0
sp13695,0,2.32558E-05,0,0,0,0
sp13696,0,2.32558E-05,0,0,0,0
sp13697,0,2.32558E-05,0,0,0,0
sp13698,0,2.32558E-05,0,0,0,0
sp13699,0,2.32558E-05,0,0,0,0
sp13700,0,2.32558E-05,0,0,0,0
sp13701,0,2.32558E-05,0,0,0,0
sp13702,0,2.32558E-05,0,0,0,0
sp13703,0,2.32558E-05,0,0,0,0
sp13704,0,2.32558E-05,0,0,0,0
sp13705,0,2.32558E-05,0,0,0,0
sp13706,0,2.32558E-05,0,0,0,0
sp13707,0,2.32558E-05,0,0,0,0
sp13708,0,2.32558E-05,0,0,0,0
sp13709,0,2.32558E-05,0,0,0,0
sp13710,0,2.32558E-05,0,0,0,0
sp13711,0,2.32558E-05,0,0,0,0
sp13712,0,2.32558E-05,0,0,0,0
sp13713,0,2.32558E-05,0,0,0,0
sp13714,0,2.32558E-05,0,0,0,0
sp13715,0,2.32558E-05,0,0,0,0
sp13716,0,2.32558E-05,0,0,0,0
sp13717,0,2.32558E-05,0,0,0,0
sp13718,0,2.32558E-05,0,0,0,0
sp13719,0,2.32558E-05,0,0,0,0
sp13720,0,2.32558E-05,0,0,0,0
sp13721,0,2.32558E-05,0,0,0,0
sp13722,0,2.32558E-05,0,0,0,0
sp13723,0,2.32558E-05,0,0,0,0
sp13724,0,2.32558E-05,0,0,0,0
sp13725,0,2.32558E-05,0,0,0,0
sp13726,0,2.32558E-05,0,0,0,0
sp13727,0,1.16279E-05,0,0,0,0
sp13728,0,2.32558E-05,0,0,0,0
sp13729,0,1.16279E-05,0,0,0,0
sp13730,0,2.32558E-05,0,0,0,0
sp13731,0,2.32558E-05,0,0,0,0
sp13732,0,2.32558E-05,0,0,0,0
sp13733,0,2.32558E-05,0,0,0,0
sp13734,0,2.32558E-05,0,0,0,0
sp13735,0,2.32558E-05,0,0,0,0
sp13736,0,2.32558E-05,0,0,0,0
sp13737,0,2.32558E-05,0,0,0,0
sp13738,0,2.32558E-05,0,0,0,0
sp13739,0,1.16279E-05,0,0,0,0
sp13740,0,2.32558E-05,0,0,0,0
sp13741,0,1.16279E-05,0,0,0,0
sp13742,0,2.32558E-05,0,0,0,0
sp13743,0,2.32558E-05,0,0,0,0
sp13744,0,2.32558E-05,0,0,0,0
sp13745,0,2.32558E-05,0,0,0,0
sp13746,0,2.32558E-05,0,0,0,0
sp13747,0,2.32558E-05,0,0,0,0
sp13748,0,2.32558E-05,0,0,0,0
sp13749,0,2.32558E-05,0,0,0,0
sp13750,0,2.32558E-05,0,0,0,0
sp13751,0,2.32558E-05,0,0,0,0
sp13752,0,2.32558E-05,0,0,0,0
sp13753,0,2.32558E-05,0,0,0,0
sp13754,0,2.32558E-05,0,0,0,0
sp13755,0,2.32558E-05,0,0,0,0
sp13756,0,2.32558E-05,0,0,0,0
sp13757,0,2.32558E-05,0,0,0,0
sp13758,0,2.32558E-05,0,0,0,0
sp13759,0,2.32558E-05,0,0,0,0
sp13760,0,2.32558E-05,0,0,0,0
sp13761,0,2.32558E-05,0,0,0,0
sp13762,0,2.32558E-05,0,0,0,0
sp13763,0,2.32558E-05,0,0,0,0
sp13764,0,2.32558E-05,0,0,0,0
sp13765,0,2.32558E-05,0,0,0,0
sp13766,0,2.32558E-05,0,0,0,0
sp13767,0,2.32558E-05,0,0,0,0
sp13768,0,2.32558E-05,0,0,0,0
sp13769,0,2.32558E-05,0,0,0,0
sp13770,0,2.32558E-05,0,0,0,0
sp13771,0,2.32558E-05,0,0,0,0
sp13772,0,2.32558E-05,0,0,0,0
sp13773,0,2.32558E-05,0,0,0,0
sp13774,0,2.32558E-05,0,0,0,0
sp13775,0,2.32558E-05,0,0,0,0
sp13776,0,2.32558E-05,0,0,0,0
sp13777,0,2.32558E-05,0,0,0,0
sp13778,0,2.32558E-05,0,0,0,0
sp13779,0,2.32558E-05,0,0,0,0
sp13780,0,2.32558E-05,0,0,0,0
sp13781,0,1.16279E-05,0,0,0,0
sp13782,0,2.32558E-05,0,0,0,0
sp13783,0,2.32558E-05,0,0,0,0
sp13784,0,2.32558E-05,0,0,0,0
sp13785,0,2.32558E-05,0,0,0,0
sp13786,0,2.32558E-05,0,0,0,0
sp13787,0,0,2.32558E-05,0,0,0
sp13788,0,0,1.16279E-05,0,0,0
sp13789,0,0,2.32558E-05,0,0,0
sp13790,0,0,2.32558E-05,0,0,0
sp13791,0,0,1.16279E-05,0,0,0
sp13792,0,0,2.32558E-05,0,0,0
sp13793,0,0,2.32558E-05,0,0,0
sp13794,0,0,2.32558E-05,0,0,0
sp13795,0,0,2.32558E-05,0,0,0
sp13796,0,0,2.32558E-05,0,0,0
sp13797,0,0,2.32558E-05,0,0,0
sp13798,0,0,2.32558E-05,0,0,0
sp13799,0,0,2.32558E-05,0,0,0
sp13800,0,0,2.32558E-05,0,0,0
sp13801,0,0,1.16279E-05,0,0,0
sp13802,0,0,2.32558E-05,0,0,0
sp13803,0,0,2.32558E-05,0,0,0
sp13804,0,0,2.32558E-05,0,0,0
sp13805,0,0,2.32558E-05,0,0,0
sp13806,0,0,2.32558E-05,0,0,0
sp13807,0,0,2.32558E-05,0,0,0
sp13808,0,0,2.32558E-05,0,0,0
sp13809,0,0,2.32558E-05,0,0,0
sp13810,0,0,1.16279E-05,0,0,0
sp13811,0,0,2.32558E-05,0,0,0
sp13812,0,0,1.16279E-05,0,0,0
sp13813,0,0,2.32558E-05,0,0,0
sp13814,0,0,1.16279E-05,0,0,0
sp13815,0,0,2.32558E-05,0,0,0
sp13816,0,0,2.32558E-05,0,0,0
sp13817,0,0,2.32558E-05,0,0,0
sp13818,0,0,2.32558E-05,0,0,0
sp13819,0,0,2.32558E-05,0,0,0
sp13820,0,0,2.32558E-05,0,0,0
sp13821,0,0,2.32558E-05,0,0,0
sp13822,0,0,2.32558E-05,0,0,0
sp13823,0,0,1.16279E-05,0,0,0
sp13824,0,0,2.32558E-05,0,0,0
sp13825,0,0,2.32558E-05,0,0,0
sp13826,0,0,2.32558E-05,0,0,0
sp13827,0,0,2.32558E-05,0,0,0
sp13828,0,0,1.16279E-05,0,0,0
sp13829,0,0,2.32558E-05,0,0,0
sp13830,0,0,2.32558E-05,0,0,0
sp13831,0,0,2.32558E-05,0,0,0
sp13832,0,0,2.32558E-05,0,0,0
sp13833,0,0,2.32558E-05,0,0,0
sp13834,0,0,2.32558E-05,0,0,0
sp13835,0,0,2.32558E-05,0,0,0
sp13836,0,0,2.32558E-05,0,0,0
sp13837,0,0,2.32558E-05,0,0,0
sp13838,0,0,2.32558E-05,0,0,0
sp13839,0,0,2.32558E-05,0,0,0
sp13840,0,0,1.16279E-05,0,0,0
sp13841,0,0,2.32558E-05,0,0,0
sp13842,0,0,2.32558E-05,0,0,0
sp13843,0,0,2.32558E-05,0,0,0
sp13844,0,0,1.16279E-05,0,0,0
sp13845,0,0,2.32558E-05,0,0,0
sp13846,0,0,1.16279E-05,0,0,0
sp13847,0,0,2.32558E-05,0,0,0
sp13848,0,0,2.32558E-05,0,0,0
sp13849,0,0,1.16279E-05,0,0,0
sp13850,0,0,2.32558E-05,0,0,0
sp13851,0,0,2.32558E-05,0,0,0
sp13852,0,0,2.32558E-05,0,0,0
sp13853,0,0,2.32558E-05,0,0,0
sp13854,0,0,2.32558E-05,0,0,0
sp13855,0,0,1.16279E-05,0,0,0
sp13856,0,0,2.32558E-05,0,0,0
sp13857,0,0,2.32558E-05,0,0,0
sp13858,0,0,2.32558E-05,0,0,0
sp13859,0,0,1.16279E-05,0,0,0
sp13860,0,0,1.16279E-05,0,0,0
sp13861,0,0,2.32558E-05,0,0,0
sp13862,0,0,2.32558E-05,0,0,0
sp13863,0,0,2.32558E-05,0,0,0
sp13864,0,0,1.16279E-05,0,0,0
sp13865,0,0,2.32558E-05,0,0,0
sp13866,0,0,2.32558E-05,0,0,0
sp13867,0,0,1.16279E-05,0,0,0
sp13868,0,0,2.32558E-05,0,0,0
sp13869,0,0,2.32558E-05,0,0,0
sp13870,0,0,2.32558E-05,0,0,0
sp13871,0,0,2.32558E-05,0,0,0
sp13872,0,0,2.32558E-05,0,0,0
sp13873,0,0,2.32558E-05,0,0,0
sp13874,0,0,2.32558E-05,0,0,0
sp13875,0,0,2.32558E-05,0,0,0
sp13876,0,0,2.32558E-05,0,0,0
sp13877,0,0,2.32558E-05,0,0,0
sp13878,0,0,1.16279E-05,0,0,0
sp13879,0,0,1.16279E-05,0,0,0
sp13880,0,0,2.32558E-05,0,0,0
sp13881,0,0,2.32558E-05,0,0,0
sp13882,0,0,2.32558E-05,0,0,0
sp13883,0,0,2.32558E-05,0,0,0
sp13884,0,0,2.32558E-05,0,0,0
sp13885,0,0,1.16279E-05,0,0,0
sp13886,0,0,2.32558E-05,0,0,0
sp13887,0,0,2.32558E-05,0,0,0
sp13888,0,0,2.32558E-05,0,0,0
sp13889,0,0,2.32558E-05,0,0,0
sp13890,0,0,2.32558E-05,0,0,0
sp13891,0,0,2.32558E-05,0,0,0
sp13892,0,0,2.32558E-05,0,0,0
sp13893,0,0,2.32558E-05,0,0,0
sp13894,0,0,2.32558E-05,0,0,0
sp13895,0,0,2.32558E-05,0,0,0
sp13896,0,0,2.32558E-05,0,0,0
sp13897,0,0,2.32558E-05,0,0,0
sp13898,0,0,2.32558E-05,0,0,0
sp13899,0,0,2.32558E-05,0,0,0
sp13900,0,0,2.32558E-05,0,0,0
sp13901,0,0,2.32558E-05,0,0,0
sp13902,0,0,2.32558E-05,0,0,0
sp13903,0,0,2.32558E-05,0,0,0
sp13904,0,0,2.32558E-05,0,0,0
sp13905,0,0,2.32558E-05,0,0,0
sp13906,0,0,2.32558E-05,0,0,0
sp13907,0,0,2.32558E-05,0,0,0
sp13908,0,0,2.32558E-05,0,0,0
sp13909,0,0,2.32558E-05,0,0,0
sp13910,0,0,1.16279E-05,0,0,0
sp13911,0,0,2.32558E-05,0,0,0
sp13912,0,0,1.16279E-05,0,0,0
sp13913,0,0,2.32558E-05,0,0,0
sp13914,0,0,2.32558E-05,0,0,0
sp13915,0,0,2.32558E-05,0,0,0
sp13916,0,0,1.16279E-05,0,0,0
sp13917,0,0,2.32558E-05,0,0,0
sp13918,0,0,2.32558E-05,0,0,0
sp13919,0,0,2.32558E-05,0,0,0
sp13920,0,0,2.32558E-05,0,0,0
sp13921,0,0,2.32558E-05,0,0,0
sp13922,0,0,1.16279E-05,0,0,0
sp13923,0,0,1.16279E-05,0,0,0
sp13924,0,0,2.32558E-05,0,0,0
sp13925,0,0,2.32558E-05,0,0,0
sp13926,0,0,2.32558E-05,0,0,0
sp13927,0,0,2.32558E-05,0,0,0
sp13928,0,0,2.32558E-05,0,0,0
sp13929,0,0,2.32558E-05,0,0,0
sp13930,0,0,1.16279E-05,0,0,0
sp13931,0,0,2.32558E-05,0,0,0
sp13932,0,0,2.32558E-05,0,0,0
sp13933,0,0,2.32558E-05,0,0,0
sp13934,0,0,2.32558E-05,0,0,0
sp13935,0,0,2.32558E-05,0,0,0
sp13936,0,0,2.32558E-05,0,0,0
sp13937,0,0,2.32558E-05,0,0,0
sp13938,0,0,2.32558E-05,0,0,0
sp13939,0,0,2.32558E-05,0,0,0
sp13940,0,0,2.32558E-05,0,0,0
sp13941,0,0,2.32558E-05,0,0,0
sp13942,0,0,1.16279E-05,0,0,0
sp13943,0,0,2.32558E-05,0,0,0
sp13944,0,0,2.32558E-05,0,0,0
sp13945,0,0,2.32558E-05,0,0,0
sp13946,0,0,2.32558E-05,0,0,0
sp13947,0,0,1.16279E-05,0,0,0
sp13948,0,0,1.16279E-05,0,0,0
sp13949,0,0,1.16279E-05,0,0,0
sp13950,0,0,2.32558E-05,0,0,0
sp13951,0,0,2.32558E-05,0,0,0
sp13952,0,0,2.32558E-05,0,0,0
sp13953,0,0,2.32558E-05,0,0,0
sp13954,0,0,2.32558E-05,0,0,0
sp13955,0,0,2.32558E-05,0,0,0
sp13956,0,0,2.32558E-05,0,0,0
sp13957,0,0,2.32558E-05,0,0,0
sp13958,0,0,2.32558E-05,0,0,0
sp13959,0,0,2.32558E-05,0,0,0
sp13960,0,0,2.32558E-05,0,0,0
sp13961,0,0,2.32558E-05,0,0,0
sp13962,0,0,1.16279E-05,0,0,0
sp13963,0,0,1.16279E-05,0,0,0
sp13964,0,0,1.16279E-05,0,0,0
sp13965,0,0,2.32558E-05,0,0,0
sp13966,0,0,2.32558E-05,0,0,0
sp13967,0,0,2.32558E-05,0,0,0
sp13968,0,0,2.32558E-05,0,0,0
sp13969,0,0,2.32558E-05,0,0,0
sp13970,0,0,1.16279E-05,0,0,0
sp13971,0,0,2.32558E-05,0,0,0
sp13972,0,0,2.32558E-05,0,0,0
sp13973,0,0,2.32558E-05,0,0,0
sp13974,0,0,2.32558E-05,0,0,0
sp13975,0,0,2.32558E-05,0,0,0
sp13976,0,0,1.16279E-05,0,0,0
sp13977,0,0,2.32558E-05,0,0,0
sp13978,0,0,2.32558E-05,0,0,0
sp13979,0,0,2.32558E-05,0,0,0
sp13980,0,0,1.16279E-05,0,0,0
sp13981,0,0,1.16279E-05,0,0,0
sp13982,0,0,2.32558E-05,0,0,0
sp13983,0,0,2.32558E-05,0,0,0
sp13984,0,0,2.32558E-05,0,0,0
sp13985,0,0,1.16279E-05,0,0,0
sp13986,0,0,2.32558E-05,0,0,0
sp13987,0,0,2.32558E-05,0,0,0
sp13988,0,0,2.32558E-05,0,0,0
sp13989,0,0,2.32558E-05,0,0,0
sp13990,0,0,2.32558E-05,0,0,0
sp13991,0,0,2.32558E-05,0,0,0
sp13992,0,0,2.32558E-05,0,0,0
sp13993,0,0,2.32558E-05,0,0,0
sp13994,0,0,2.32558E-05,0,0,0
sp13995,0,0,2.32558E-05,0,0,0
sp13996,0,0,1.16279E-05,0,0,0
sp13997,0,0,2.32558E-05,0,0,0
sp13998,0,0,2.32558E-05,0,0,0
sp13999,0,0,1.16279E-05,0,0,0
sp14000,0,0,1.16279E-05,0,0,0
sp14001,0,0,2.32558E-05,0,0,0
sp14002,0,0,2.32558E-05,0,0,0
sp14003,0,0,1.16279E-05,0,0,0
sp14004,0,0,1.16279E-05,0,0,0
sp14005,0,0,2.32558E-05,0,0,0
sp14006,0,0,1.16279E-05,0,0,0
sp14007,0,0,2.32558E-05,0,0,0
sp14008,0,0,2.32558E-05,0,0,0
sp14009,0,0,2.32558E-05,0,0,0
sp14010,0,0,2.32558E-05,0,0,0
sp14011,0,0,2.32558E-05,0,0,0
sp14012,0,0,1.16279E-05,0,0,0
sp14013,0,0,2.32558E-05,0,0,0
sp14014,0,0,1.16279E-05,0,0,0
sp14015,0,0,1.16279E-05,0,0,0
sp14016,0,0,2.32558E-05,0,0,0
sp14017,0,0,2.32558E-05,0,0,0
sp14018,0,0,2.32558E-05,0,0,0
sp14019,0,0,1.16279E-05,0,0,0
sp14020,0,0,2.32558E-05,0,0,0
sp14021,0,0,2.32558E-05,0,0,0
sp14022,0,0,2.32558E-05,0,0,0
sp14023,0,0,1.16279E-05,0,0,0
sp14024,0,0,2.32558E-05,0,0,0
sp14025,0,0,2.32558E-05,0,0,0
sp14026,0,0,1.16279E-05,0,0,0
sp14027,0,0,2.32558E-05,0,0,0
sp14028,0,0,2.32558E-05,0,0,0
sp14029,0,0,2.32558E-05,0,0,0
sp14030,0,0,2.32558E-05,0,0,0
sp14031,0,0,2.32558E-05,0,0,0
sp14032,0,0,2.32558E-05,0,0,0
sp14033,0,0,2.32558E-05,0,0,0
sp14034,0,0,1.16279E-05,0,0,0
sp14035,0,0,2.32558E-05,0,0,0
sp14036,0,0,2.32558E-05,0,0,0
sp14037,0,0,2.32558E-05,0,0,0
sp14038,0,0,1.16279E-05,0,0,0
sp14039,0,0,2.32558E-05,0,0,0
sp14040,0,0,1.16279E-05,0,0,0
sp14041,0,0,2.32558E-05,0,0,0
sp14042,0,0,2.32558E-05,0,0,0
sp14043,0,0,2.32558E-05,0,0,0
sp14044,0,0,2.32558E-05,0,0,0
sp14045,0,0,1.16279E-05,0,0,0
sp14046,0,0,2.32558E-05,0,0,0
sp14047,0,0,2.32558E-05,0,0,0
sp14048,0,0,1.16279E-05,0,0,0
sp14049,0,0,1.16279E-05,0,0,0
sp14050,0,0,2.32558E-05,0,0,0
sp14051,0,0,2.32558E-05,0,0,0
sp14052,0,0,1.16279E-05,0,0,0
sp14053,0,0,2.32558E-05,0,0,0
sp14054,0,0,2.32558E-05,0,0,0
sp14055,0,0,2.32558E-05,0,0,0
sp14056,0,0,2.32558E-05,0,0,0
sp14057,0,0,1.16279E-05,0,0,0
sp14058,0,0,1.16279E-05,0,0,0
sp14059,0,0,1.16279E-05,0,0,0
sp14060,0,0,2.32558E-05,0,0,0
sp14061,0,0,2.32558E-05,0,0,0
sp14062,0,0,1.16279E-05,0,0,0
sp14063,0,0,1.16279E-05,0,0,0
sp14064,0,0,2.32558E-05,0,0,0
sp14065,0,0,2.32558E-05,0,0,0
sp14066,0,0,2.32558E-05,0,0,0
sp14067,0,0,2.32558E-05,0,0,0
sp14068,0,0,1.16279E-05,0,0,0
sp14069,0,0,1.16279E-05,0,0,0
sp14070,0,0,2.32558E-05,0,0,0
sp14071,0,0,2.32558E-05,0,0,0
sp14072,0,0,2.32558E-05,0,0,0
sp14073,0,0,2.32558E-05,0,0,0
sp14074,0,0,2.32558E-05,0,0,0
sp14075,0,0,2.32558E-05,0,0,0
sp14076,0,0,2.32558E-05,0,0,0
sp14077,0,0,2.32558E-05,0,0,0
sp14078,0,0,1.16279E-05,0,0,0
sp14079,0,0,2.32558E-05,0,0,0
sp14080,0,0,1.16279E-05,0,0,0
sp14081,0,0,2.32558E-05,0,0,0
sp14082,0,0,2.32558E-05,0,0,0
sp14083,0,0,2.32558E-05,0,0,0
sp14084,0,0,1.16279E-05,0,0,0
sp14085,0,0,2.32558E-05,0,0,0
sp14086,0,0,2.32558E-05,0,0,0
sp14087,0,0,2.32558E-05,0,0,0
sp14088,0,0,2.32558E-05,0,0,0
sp14089,0,0,2.32558E-05,0,0,0
sp14090,0,0,2.32558E-05,0,0,0
sp14091,0,0,2.32558E-05,0,0,0
sp14092,0,0,2.32558E-05,0,0,0
sp14093,0,0,2.32558E-05,0,0,0
sp14094,0,0,2.32558E-05,0,0,0
sp14095,0,0,1.16279E-05,0,0,0
sp14096,0,0,2.32558E-05,0,0,0
sp14097,0,0,2.32558E-05,0,0,0
sp14098,0,0,1.16279E-05,0,0,0
sp14099,0,0,2.32558E-05,0,0,0
sp14100,0,0,2.32558E-05,0,0,0
sp14101,0,0,2.32558E-05,0,0,0
sp14102,0,0,2.32558E-05,0,0,0
sp14103,0,0,2.32558E-05,0,0,0
sp14104,0,0,2.32558E-05,0,0,0
sp14105,0,0,2.32558E-05,0,0,0
sp14106,0,0,2.32558E-05,0,0,0
sp14107,0,0,2.32558E-05,0,0,0
sp14108,0,0,2.32558E-05,0,0,0
sp14109,0,0,2.32558E-05,0,0,0
sp14110,0,0,2.32558E-05,0,0,0
sp14111,0,0,2.32558E-05,0,0,0
sp14112,0,0,1.16279E-05,0,0,0
sp14113,0,0,1.16279E-05,0,0,0
sp14114,0,0,2.32558E-05,0,0,0
sp14115,0,0,2.32558E-05,0,0,0
sp14116,0,0,2.32558E-05,0,0,0
sp14117,0,0,2.32558E-05,0,0,0
sp14118,0,0,2.32558E-05,0,0,0
sp14119,0,0,2.32558E-05,0,0,0
sp14120,0,0,2.32558E-05,0,0,0
sp14121,0,0,1.16279E-05,0,0,0
sp14122,0,0,2.32558E-05,0,0,0
sp14123,0,0,2.32558E-05,0,0,0
sp14124,0,0,2.32558E-05,0,0,0
sp14125,0,0,1.16279E-05,0,0,0
sp14126,0,0,2.32558E-05,0,0,0
sp14127,0,0,2.32558E-05,0,0,0
sp14128,0,0,2.32558E-05,0,0,0
sp14129,0,0,2.32558E-05,0,0,0
sp14130,0,0,2.32558E-05,0,0,0
sp14131,0,0,2.32558E-05,0,0,0
sp14132,0,0,1.16279E-05,0,0,0
sp14133,0,0,2.32558E-05,0,0,0
sp14134,0,0,2.32558E-05,0,0,0
sp14135,0,0,2.32558E-05,0,0,0
sp14136,0,0,2.32558E-05,0,0,0
sp14137,0,0,2.32558E-05,0,0,0
sp14138,0,0,2.32558E-05,0,0,0
sp14139,0,0,2.32558E-05,0,0,0
sp14140,0,0,2.32558E-05,0,0,0
sp14141,0,0,2.32558E-05,0,0,0
sp14142,0,0,1.16279E-05,0,0,0
sp14143,0,0,2.32558E-05,0,0,0
sp14144,0,0,2.32558E-05,0,0,0
sp14145,0,0,2.32558E-05,0,0,0
sp14146,0,0,2.32558E-05,0,0,0
sp14147,0,0,2.32558E-05,0,0,0
sp14148,0,0,2.32558E-05,0,0,0
sp14149,0,0,2.32558E-05,0,0,0
sp14150,0,0,1.16279E-05,0,0,0
sp14151,0,0,2.32558E-05,0,0,0
sp14152,0,0,2.32558E-05,0,0,0
sp14153,0,0,2.32558E-05,0,0,0
sp14154,0,0,1.16279E-05,0,0,0
sp14155,0,0,2.32558E-05,0,0,0
sp14156,0,0,2.32558E-05,0,0,0
sp14157,0,0,2.32558E-05,0,0,0
sp14158,0,0,2.32558E-05,0,0,0
sp14159,0,0,2.32558E-05,0,0,0
sp14160,0,0,1.16279E-05,0,0,0
sp14161,0,0,2.32558E-05,0,0,0
sp14162,0,0,2.32558E-05,0,0,0
sp14163,0,0,2.32558E-05,0,0,0
sp14164,0,0,2.32558E-05,0,0,0
sp14165,0,0,1.16279E-05,0,0,0
sp14166,0,0,2.32558E-05,0,0,0
sp14167,0,0,2.32558E-05,0,0,0
sp14168,0,0,2.32558E-05,0,0,0
sp14169,0,0,2.32558E-05,0,0,0
sp14170,0,0,2.32558E-05,0,0,0
sp14171,0,0,2.32558E-05,0,0,0
sp14172,0,0,2.32558E-05,0,0,0
sp14173,0,0,2.32558E-05,0,0,0
sp14174,0,0,2.32558E-05,0,0,0
sp14175,0,0,2.32558E-05,0,0,0
sp14176,0,0,1.16279E-05,0,0,0
sp14177,0,0,2.32558E-05,0,0,0
sp14178,0,0,1.16279E-05,0,0,0
sp14179,0,0,1.16279E-05,0,0,0
sp14180,0,0,2.32558E-05,0,0,0
sp14181,0,0,2.32558E-05,0,0,0
sp14182,0,0,1.16279E-05,0,0,0
sp14183,0,0,2.32558E-05,0,0,0
sp14184,0,0,2.32558E-05,0,0,0
sp14185,0,0,2.32558E-05,0,0,0
sp14186,0,0,2.32558E-05,0,0,0
sp14187,0,0,2.32558E-05,0,0,0
sp14188,0,0,2.32558E-05,0,0,0
sp14189,0,0,1.16279E-05,0,0,0
sp14190,0,0,2.32558E-05,0,0,0
sp14191,0,0,2.32558E-05,0,0,0
sp14192,0,0,2.32558E-05,0,0,0
sp14193,0,0,2.32558E-05,0,0,0
sp14194,0,0,2.32558E-05,0,0,0
sp14195,0,0,2.32558E-05,0,0,0
sp14196,0,0,2.32558E-05,0,0,0
sp14197,0,0,2.32558E-05,0,0,0
sp14198,0,0,2.32558E-05,0,0,0
sp14199,0,0,2.32558E-05,0,0,0
sp14200,0,0,2.32558E-05,0,0,0
sp14201,0,0,2.32558E-05,0,0,0
sp14202,0,0,2.32558E-05,0,0,0
sp14203,0,0,2.32558E-05,0,0,0
sp14204,0,0,2.32558E-05,0,0,0
sp14205,0,0,2.32558E-05,0,0,0
sp14206,0,0,2.32558E-05,0,0,0
sp14207,0,0,2.32558E-05,0,0,0
sp14208,0,0,1.16279E-05,0,0,0
sp14209,0,0,2.32558E-05,0,0,0
sp14210,0,0,2.32558E-05,0,0,0
sp14211,0,0,2.32558E-05,0,0,0
sp14212,0,0,2.32558E-05,0,0,0
sp14213,0,0,2.32558E-05,0,0,0
sp14214,0,0,2.32558E-05,0,0,0
sp14215,0,0,2.32558E-05,0,0,0
sp14216,0,0,2.32558E-05,0,0,0
sp14217,0,0,2.32558E-05,0,0,0
sp14218,0,0,2.32558E-05,0,0,0
sp14219,0,0,2.32558E-05,0,0,0
sp14220,0,0,2.32558E-05,0,0,0
sp14221,0,0,2.32558E-05,0,0,0
sp14222,0,0,2.32558E-05,0,0,0
sp14223,0,0,1.16279E-05,0,0,0
sp14224,0,0,2.32558E-05,0,0,0
sp14225,0,0,2.32558E-05,0,0,0
sp14226,0,0,0,1.16279E-05,0,0
sp14227,0,0,0,2.32558E-05,0,0
sp14228,0,0,0,1.16279E-05,0,0
sp14229,0,0,0,1.16279E-05,0,0
sp14230,0,0,0,1.16279E-05,0,0
sp14231,0,0,0,1.16279E-05,0,0
sp14232,0,0,0,1.16279E-05,0,0
sp14233,0,0,0,2.32558E-05,0,0
sp14234,0,0,0,1.16279E-05,0,0
sp14235,0,0,0,1.16279E-05,0,0
sp14236,0,0,0,2.32558E-05,0,0
sp14237,0,0,0,2.32558E-05,0,0
sp14238,0,0,0,1.16279E-05,0,0
sp14239,0,0,0,1.16279E-05,0,0
sp14240,0,0,0,1.16279E-05,0,0
sp14241,0,0,0,1.16279E-05,0,0
sp14242,0,0,0,1.16279E-05,0,0
sp14243,0,0,0,1.16279E-05,0,0
sp14244,0,0,0,1.16279E-05,0,0
sp14245,0,0,0,1.16279E-05,0,0
sp14246,0,0,0,1.16279E-05,0,0
sp14247,0,0,0,1.16279E-05,0,0
sp14248,0,0,0,2.32558E-05,0,0
sp14249,0,0,0,1.16279E-05,0,0
sp14250,0,0,0,1.16279E-05,0,0
sp14251,0,0,0,1.16279E-05,0,0
sp14252,0,0,0,2.32558E-05,0,0
sp14253,0,0,0,1.16279E-05,0,0
sp14254,0,0,0,2.32558E-05,0,0
sp14255,0,0,0,1.16279E-05,0,0
sp14256,0,0,0,1.16279E-05,0,0
sp14257,0,0,0,1.16279E-05,0,0
sp14258,0,0,0,1.16279E-05,0,0
sp14259,0,0,0,1.16279E-05,0,0
sp14260,0,0,0,2.32558E-05,0,0
sp14261,0,0,0,2.32558E-05,0,0
sp14262,0,0,0,1.16279E-05,0,0
sp14263,0,0,0,1.16279E-05,0,0
sp14264,0,0,0,1.16279E-05,0,0
sp14265,0,0,0,2.32558E-05,0,0
sp14266,0,0,0,1.16279E-05,0,0
sp14267,0,0,0,1.16279E-05,0,0
sp14268,0,0,0,2.32558E-05,0,0
sp14269,0,0,0,1.16279E-05,0,0
sp14270,0,0,0,2.32558E-05,0,0
sp14271,0,0,0,2.32558E-05,0,0
sp14272,0,0,0,1.16279E-05,0,0
sp14273,0,0,0,2.32558E-05,0,0
sp14274,0,0,0,2.32558E-05,0,0
sp14275,0,0,0,1.16279E-05,0,0
sp14276,0,0,0,1.16279E-05,0,0
sp14277,0,0,0,2.32558E-05,0,0
